SPANISH,ENGLISH,ETYMON_GLOSS,CONCEPTICON_ID,CONCEPTICON_GLOSS
rata,,GOPHER,1490,RAT
rata,,"MOUSE, RAT",1490,RAT
"rata, rato*n",,"MOUSE, RAT",,
rato*n,,"MOUSE, RAT",,
,rattlesnake,RATTLESNAKE,871,RATTLESNAKE
,raw,RAW,1959,RAW
rayado,,,,
"rayo de sol, refleccio*n",,RAINBOW,,
rayo [ETR],,SUN,,
rayo,,FIRE,2007,BOLT (OF LIGHTNING)
rayo,,LIGHTNING,2007,BOLT (OF LIGHTNING)
rayo,,SUN,2007,BOLT (OF LIGHTNING)
rayo,,THUNDER,2007,BOLT (OF LIGHTNING)
"rayo, trueno",thunder,THUNDER,,
raza,,SEED,,
rebaloso,,SMOOTH,,
"recebir (recibir), agarrar",,TAKE,,
recibir limosna,,GIFT,,
recibir,,NOT to TAKE,,
recibir,,TAKE,,
reciente,,,,
"recio, en voz alta",,HIT,,
"recio, en voz alta",,NOT ERG-STRENGTH,,
"recio, fuerte",,,,
"recoger, juntar",,GATHER,,
recordarse,,,,
"recostado -- pero ma*s inclinado [ERH,-ETR]; medio de lado [ETR]",,HANGING,,
recto [ETR],,,,
recto,,straight,1404,STRAIGHT
"red, bolsa",,NET,,
red de pescar,,,,
red de pescar,,NET,,
red de pita grande,,NET,,
rede; atrarraya [ETR],,NET,,
rede grande de mai*z,,NET,,
rede,,NET,,
red,morral,NET,388,FISHNET
red,,NET,388,FISHNET
red,net,NET,388,FISHNET
redondear,,DISH-SHAPED,,
"redondo, circular",,BALL-SHAPED,,
"redondo, circular",,DISH-SHAPED,,
"redondo, circular",,GO.BACK,,
"redondo, circular",,"ROLL, WRAP",,
redondo circular,,SPINDLEWHORL,,
redondo como bola,,BALL-SHAPED,,
redondo - como la luna,[round and flat],DISH-SHAPED,,
redondo (como naranja),,BALL-SHAPED,,
redondo,,CUT,1395,ROUND
redondo,,DISH-SHAPED,1395,ROUND
redondo [peso] [ERH]; liso [ERH],,EGG,,
"redondo, tirado [spherical] (como bola, pelota)",,BALL-SHAPED,,
red para brazo,,NET,,
red pequen*a,,NET,,
,red,RED,156,RED
red,,RED,388,FISHNET
,red,WHITE,156,RED
refaccio*n,,HEAD,,
refaccio*n,,HELP,,
refleccio*n,,RAINBOW,,
"reflejar, verse [ERH,-ETR]",,SEE,,
,reflexive pron base,HEAD,,
refregar,,,,
refregarlo,,WHETSTONE,,
refregar,"scratch/rub on something, e.g. chair]",WHETSTONE,,
regalado,,GIFT,,
regalar,,GIFT,,
'regal(it)o' [ERH],,GIFT,,
regalo*,,GIFT,2982,GIFT
regalo,,GIFT,2982,GIFT
regan*ar,,MISDEED,,
regar agua,,,,
"regarse (li*quido, granos)",,,,
regar semillas,,,,
regresar,,ARRIVE.HERE,581,COME BACK
regresar [ETR] [ERH]; volver [ERH],,GO.BACK,,
regresar,,GO.BACK,581,COME BACK
reign,,,,
reina de los serpientes [ETR],,SUN,,
reir; burlar,,LAUGH,,
rei*rse,,LAUGH,,
rei*rselo [ETR] [ERH],,LAUGH,,
rela*mpago [ERH [ETR],,LIGHTNING,,
rela*mpago,,LIGHTNING,,
rela*mpago,,MIRROR,,
relampaguear [ERH],,MIRROR,,
relampaguear,,LIGHTNING,,
relampaguear,,MIRROR,,
(re)llenar,,FULL,,
relumbrar [ETR]; relampaguear [ERH]; brillar (como diamante) [ERH],,MIRROR,,
"remedio, medicina, especie",,SEE,,
remendar,,MOULD,,
"remendar ropa gastado [ERH,-ETR]",to patch patches [ETR],,,
remendar una bolsa rompida,,TIE,,
remo de canoa,,CANOE,,
remo de canoa,,HOOK,,
remojado,,,,
remojar,,,,
remojarlo [ETR]; mojarlo [ERH],to cause him to sprinkle (it) [ETR],,,
"(re)mojar, regar; bautizar, bendecir",,,,
remojar semilla para que se reton*e sin dilatar,,,,
remojar semilla para que se reton*e sin dilatar,to make sprout in water,,,
remojar,soak,PAINT,2069,SOAK (VERB)
remojar,to soak,PAINT,,
remolino de agua,,GO.BACK,,
remolino de aire,,GO.BACK,,
remolino de aire,,WIND,,
remolino (de cabeza),,GO.BACK,,
remolino de cabeza,,GO.BACK,,
remolino (viento),,GO.BACK,,
remolino,[whirlwind],GO.BACK,1982,WHIRLPOOL
[r]empujar,,BREAK,,
"repartir, distribuir",,BREAK,,
repasar; moler segunda vez,,,,
repasar; moler segunda vez,,"STAB, POKE",,
repollo [ERH],,BALL-SHAPED,,
reportedly; it is said,,,,
resbalarse,,BARK,,
resbalarse,,SMOOTH,,
resbaloso,,PULL,,
resbaloso,,SMOOTH,,
resiembra,,,,
respirar,,CHOKE,1407,BREATHE
respiro* (jalo* aire),,CHOKE,,
respiro* (jalo* aire),,PULL,,
respiro* (jalo* aire),,REST,,
respiro* (jalo* aire),,WIND,,
"respuesto, retorno",,CHANGE,,
"restregado, embarran*ado [ERH,-ETR]",,,,
"retirarse, alejarse",,LONG,,
reton*o de flor [ETR],,FLOWER,,
,return of something lent [ETR],CHANGE,,
reunirse [ERH],,GATHER,,
revendarlo [ERH],,GRAB,,
reventar,,,,
revolcar,,GO.BACK,,
revolcar,,"ROLL, WRAP",,
"revolverlo [ERH,-ETR]; moverlo [ERH]",,BETWEEN,,
"revolverlo [ERH,-ETR]",to stir it,BETWEEN,,
rey,,,1508,KING
rey de las aran*as,,,,
"rey, sen*or",,,,
rezar [ERH],,,,
reza*rselo [ERH],,,,
rezo,,,,
rezo,,EAT,,
rezo/rezar,,,,
rezo/rezar,,EAT,,
rezo,,SPEAK,,
ribera,,MOUTH,,
ribera,,stream bank,,
"rico, adinerado",,RICH,,
rico,,MAKE,712,RICH
rico,,RICH,712,RICH
rico,rich,RICH,712,RICH
riego,irrigation,,,
rin*o*n,,,,
rin*o*n [ERH],,,,
ri*o,,,666,RIVER
ri*o,,BIG,666,RIVER
ri*o [ERH],,stream bank,,
ri*oo,,BIG,,
ri*o profundo,,LAKE,,
ri*o,,river,666,RIVER
ri*o,,WATER of MOUTH = `drool',666,RIVER
ripe one,,COOK,,
risa [ETR],,LAUGH,,
risa,,LAUGH,,
,ritual term,,,
[rml < kl],,,,
,road,BIG ROAD = `street',2457,PATH OR ROAD
road,,BIG ROAD = `street',,
robarlo [ETR],,THEFT,,
robar,,THEFT,713,STEAL
roble de hoja ancha,,OAK,,
roble,,GOOD FIREWOOD = `live oak' ,644,OAK
roble,,OAK,644,OAK
roble,,THICK,644,OAK
roble,,WORK,644,OAK
robo*,,THEFT,,
rociar/echar/derramar agua (motul),,,,
rodear,,GO.BACK,,
rodilla,,FOOT,1371,KNEE
rodilla,,KNEE,1371,KNEE
"rodilla, pierna",,KNEE,,
rodillera,,BEND,,
roer,,"SCRAPE, SCRATCH",,
"rojo, colorado",,RED,,
rojo [ETR],,RED,,
rojo,,RED,156,RED
,rolled up [ETR],"ROLL, WRAP",,
rollo,,"ROLL, WRAP",,
rollo,,TWIST,,
?,,"ROLL, WRAP",,
romper,,BREAK,680,BREAK (DESTROY OR GET DESTROYED)
romper,,PULL,680,BREAK (DESTROY OR GET DESTROYED)
"romperse, hacerse hoyos",,"STAB, POKE",,
ronco (de la garganta),,DRY,,
ronco*,,SNORE,,
rondearlo [ERH],,MEASURE,,
ronro*n,,WASP,,
,root,HAIR,670,ROOT
,roots to come loose,PUSH,,
ropa,,CLOTHING; COTTON,1895,CLOTHES
"ropa, cubierta",,BACK,,
ropa floja,,CLOTHING; COTTON,,
ropa floja,,LOOSE,,
ropa hu*meda,,CLOTHING; COTTON,,
"ropa, pan*o, manta, tela",,CLOTHING; COTTON,,
ropa,,"ROLL, WRAP",1895,CLOTHES
,"rope, vine",ROPE,,
,'rough',ITCH,,
round,,SPINDLEWHORL,,
rozar,,,,
rozarlo [milpa] [ETR],,WORK,,
"ruedacaca, escarabajo",,FIRE,,
"rueda, ruedo [ERH] [ETR]",,GO.BACK,,
ruidoso,,BREAK,377,LOUD
ruidoso,,HIT,377,LOUD
s1 (a); s1a semilla para sembrar [ETR] [ERH],,,,
"s; [1] s1 mai*z, mai*z para desgranar [ETR] [ERH]",,,,
s1 (s3[-itz]),breast [ETR],TIT,,
s1 (s3 [-itz]) recto [ETR],ass-hole [ETR],ARSE,,
"s3 (-atz) blusita, huipil [ETR]",,BLOUSE,,
s3 (-atz),collar [ETR][ERH],,,
s3 (-atz) esposa [ERH][ETR],,,,
s3 (-atz),god-child [ETR],FEMALE CONNECTED KIN,,
s3 (-atz) nuera [ETR],,woman,,
"s3 (-itz ~ -atz) yerno [ETR], [ERH,-ETR]",,IN-LAWS,,
s3 (-itz) boca [ETR],,MOUTH,,
s3 (-itz),cousin [ERH],MOTHER,,
s3 (-itz) cun*ada [ETR],,IN-LAWS,,
s3 (-itz) espalda [ETR],,BACK,,
s3 (-itz),foot [ETR],BIG its FOOT = tall,,
s3 (-itz) marido [ETR] [ERH],,old man,,
s3 (-itz) marido [ETR] [ERH],,SIBLINGS,,
s3 (-itz),mother [ETR],MOTHER,,
s3 (-itz),tooth [ETR],TOOTH,,
s3 (-itz),woman's brother-in-law [ETR],SIBLINGS,,
s3 (-tak),,IN-LAWS,,
sabana,,PLAIN,,
sabanera [ETR],[bird?] [ETR],SUN,,
saber,,,1410,KNOW (SOMETHING)
"saber, conocer",,AWAKE,,
"saberlo, conocerlo; entenderlo [ETR]",,AWAKE,,
saber,,"THINK, KNOW",1410,KNOW (SOMETHING)
sabino,,PINE,,
sabio,,AWAKE,2530,SMART
sabio,,"THINK, KNOW",2530,SMART
sabroso; dulce,,SMELL,,
sabroso [ETR],,SMELL,,
"sabroso, rico, delicioso",,SALTY,,
"sabroso, rico, delicioso",,SMELL,,
sabroso,,SMELL,1813,TASTY
sacar agua con ji*cara [ETR],,GOURD,,
sacar agua con ji*cara,,GOURD,,
sacar agua,,GOURD,,
sacar (agua),,TAKE,,
sacar agua,,"THROW, SHOOT",,
sacar comida/agua con cuchara/balde [ERH],,"THROW, SHOOT",,
sacar,,GO.OUT,3654,TAKE OUT
sacar len*a [ETR],,BREAK,,
sacar/robar comida de olla cociendo,,,,
sacar,,TAKE,3654,TAKE OUT
"sacar, vaciar",,BREAK,,
sacerdote Maya,,,,
sacerdote Maya,,FATHER,,
sacerdote Maya,,SLEEP,,
sacerdote Maya,,SUN,,
sacudir,,,1909,SHAKE
sacudir a*rboles/ropa,,,,
sagrado,,,1702,HOLY
sagrado,,SUN,1702,HOLY
sagrado,,TRADE,1702,HOLY
salado,,BITTER,1091,SALTY
salado,,EARTH,1091,SALTY
salado,,SALTY,1091,SALTY
salado,,SMELL,1091,SALTY
Salama* T.C.,,BOARD,,
salida,,EXIT of SUN = `east',,
salida,,GO.OUT,,
saliendo mucha espuma en la boca,,BUBBLE,,
salio*,,EXIT of SUN = `east',,
salio*,,GO.OUT,,
salir a VERBar [ERH],to go out to VERB [ERH],GO.OUT,,
salir el sol,,EXIT of SUN = `east',,
"salir [ETR] [ERH], quitarse [ERH]",,GO.OUT,,
salir,,EXIT of SUN = `east',1107,GO OUT
salir,,GO.OUT,1107,GO OUT
salir; ir para alla*,,COME,,
,saliva [ETR],SPITTLE,,
saliva,,SPITTLE,1503,SALIVA
"salpicar, salpicar [agua] (motul)",,,,
"saltamontes, chapulin",,"CRICKET, GRASSHOPPER",,
saltar [ERH],,BREAK,,
salud [ERH],,NOT ERG-STRENGTH,,
salud [ETR],,NOT ERG-STRENGTH,,
"salvar, defender",,HELP,,
salvar,,HELP,2008,RESCUE
salvar(se),,HELP,,
salvarse,,HELP,,
sal,,VEINTENA // SCORE,1274,SALT
sanar [de algu*n embarazo; salir sin ningu*n accidente [ETR],,HELP,,
"sanarse [ERH,-ETR], arreglarse",,,,
sanate,,GRACKLE,,
,"sandal, footgear",,,
sangrar,,BLOOD,,
sangre,,BLOOD,946,BLOOD
sangre [ETR],,BLOOD,,
"sano [ETR], saludable [ERH]",,NOT ERG-STRENGTH,,
santo,,,,
"santo, santa [N",,,,
santo,,SUN,,
sapillo,,,,
sapo,,,894,TOAD
,sapodilla,,,
"sapo, rana chica",,,,
sarampio*n,,,,
sarampio*n,,NAVEL,,
saramuya (Annona squamosa L.),,,,
sarna [ETR]; mal de pinto [ERH],,MANGE,,
sarna,,MANGE,3172,SCABIES
sarna,mange,MANGE,3172,SCABIES
sarna,,SORE,3172,SCABIES
sarnoso,,FOX,,
sarro,,BIG MOUNTAIN = volcano,,
sarro,,MOSS,,
satisfecho,,AWAKE,,
sauce,,WILLOW,818,WILLOW
sauce,willow,WILLOW,818,WILLOW
sauz [ETR],,WILLOW,,
"savana, paja",,,,
,scales [ERH],MEASURE,,
scarlet macaw,,PARROTS,,
s [class undetermined] atol [ETR]; cualquiera bebida [ERH],,,,
s [class undetermined] cabeza [ETR],,HAIR,,
s [class undetermined] guachipili*n [ETR],,RATTLEPOD ,,
"s colibri*, gorrio*n, chupamiel, chupaflor, chuparrosa",,HUMMINGBIRD,,
,scorpion,SCORPION,1538,SCORPION
scorpion,,SCORPION,,
,screech owl,OWL,,
,"scrotum [ERH,-ETR]",GENITALS,,
,"scrotum [ERH,-ETR]",NET,,
,scurrying,,,
se abrio*,,,,
se abrio*,,OPEN,,
se aclaro*,,WHITE,,
"se acostumbro*, se hallo*",,,,
"se acostumbro*, se hallo*",,NOT to TAKE,,
se ahogo*,,"CARRY, LOAD",,
se ahogo*,,CHOKE,,
,sea,LAKE,1474,SEA
se alegro*,,,,
se alegro*,,SMELL,,
"se apuro*, se dio* prisa",,EARLY,,
"se apuro*, se dio* prisa",,MISDEED,,
"se apuro*, se dio* prisa",,NOT ERG-STRENGTH,,
"se apuro*, se dio* prisa",,RUN,,
se arrodillo*,,BEND,,
se arrodillo*,,GO.DOWN,,
se asusto*,,FEAR,,
se asusto*,,HEAD,,
,seat,BOARD,1476,CHAIR
se aumento*,,,,
se bajo*,,GO.DOWN,,
se ban*o*,,,,
se canso*,,SOFT,,
se canso*,,TIRED,,
secarlo,,DRY,,
secarlo [ETR],,DRY,,
secarse,,DRY,1786,DRY UP
secarse [ETR],,DRY,,
se caso*,,,,
se caso*,,BEND,,
se caso*,,NOT to TAKE,,
se caso*,,ONE,,
se cayo*,,,,
se cayo*,,GO.BY,,
se cayo*,,TRADE,,
se cerro*,,COVER,,
se cerro*,,TIE,,
seco,,DRY,1398,DRY
seco [ETR],,DRY,,
se completo*,,END,,
se completo*,,GRAB,,
se completo*,,MOULD,,
se congelo*,,,,
se congelo*,,NOT ERG-STRENGTH,,
secretario [ERH],,,,
secreto de robar,,"LIE, DECEIVE",,
"se curo*, sano*",,AWAKE,,
"se curo*, sano*",,MAKE,,
"se curo*, sano*",,MEDICINE,,
sed,,DRY,848,THIRST
"se defendio*, se protegio*",,HEAD,,
"se defendio*, se protegio*",,HELP,,
se derritio*,,,,
se descompuso (el tejido),,,,
se descompuso (el tejido),,LOOSEN,,
se descompuso (la comida),,,,
se descompuso (la comida),,SOUR,,
se deshizo,,,,
se deshizo,,BREAK,,
se despedazo*,,BREAK,,
se despedazo*,,LOOSEN,,
se destin*io*,,PAINT,,
"se doblo*, se encorvo*",,BEND,,
"se doblo*, se encorvo*",,HOOK,,
"sed, sequi*a",,DRY,,
"seed, pip; pupil (of eye)",,SEED,,
,seed,SEED,714,SEED
seed,,SEED,,
"se encendio*, se prendio*",,BURN,,
se equivoco*,,,,
se equivoco*,,TRADE,,
"se escapo*, huyo*",,EXIT of SUN = `east',,
"se escapo*, huyo*",,GO.OUT,,
"se escapo*, huyo*",,HELP,,
"se escapo*, huyo*",,RUN,,
se fue a len*ar,,FIREWOOD,,
se fue,,"WALK, GO",695,GO
seguir,,,1085,FOLLOW
seguirlo [ERH],,GO.IN,,
seguir,,RUN,1085,FOLLOW
segunda vez [ERH],,TWO,,
"segundo hijo; hermanito, ""chipe""",,latest child,,
segundo,,TWO,1384,SECOND
se hincho*,,STANDING,,
se hincho*,,SWELL,,
seis,,SIX,1703,SIX
seis,six,SIX,1703,SIX
se levanto*,,AWAKE,,
se levanto*,,RAISE,,
se levanto*,,STANDING,,
semana santa; cuaresma; pecado (?),,,,
se marchito*,,DRY,,
se mato*,,DIE,,
sembrador,,,,
sembrar,,,748,SOW SEEDS
sembrarlo [ETR],,,,
"semen del hombre [ERH,-ETR]",,GENITALS,,
"semilla de algodo*n, clase de lunar",,SEED,,
semilla de algodo*n,,CLOTHING; COTTON,,
semilla de mai*z amarillo - de tierra fri*a,,,,
semilla para sembrar [ETR],,,,
semilla que truena,,,,
"semilla, raza",,SEED,,
semilla,,SEED,714,SEED
se movio*,,MOVE,,
sen*a,,MEASURE,,
"sen*a, sen*al",,,,
"sen*a, sen*al, lunar",,MEASURE,,
"sen*a, sen*al",,MEASURE,,
"sen*a, sen*al, retrato",,MEASURE,,
"senda, vereda (camino pequen*o)",,LOOSE,,
sen*or,,,,
sen*ora,,FEMALE CONNECTED KIN,,
"sen*or, amo",,,,
sen*or,,FATHER,,
sen*or,,FULL,,
sen*or,,GENITALS,,
sen*orita[f] (14-marriage),,,,
sen*orita [f] (14- marriage),,,,
sen*orita [f] (14 - marriage),,BEND,,
sen*or,,old man,,
"sen*or, viejito",,,,
sentado,,BE.THERE,1416,SIT
sentado,,PAIN,1416,SIT
sentado,,SEATED,1416,SIT
sentado sin silla,,BEND,,
sentado sin silla,,"ROLL, WRAP",,
sentado sin silla,,SEATED,,
sentado sobre los pies,,BEND,,
sentado sobre silla,,SEATED,,
sentado,,SOFT,1416,SIT
sentarse,,BE.THERE,1649,SIT DOWN
sentarse,,SEATED,1649,SIT DOWN
sentarse,,SOFT,1649,SIT DOWN
sentir,,HEAR,1079,FEEL
"sentir, saber",,"THINK, KNOW",,
sentir,,"THINK, KNOW",1079,FEEL
se perdio*,,,,
se perdio*,,"THROW, SHOOT",,
se perdio*,,TRADE,,
(se pudrio* el pla*tano) se pudrio* (la fruta),,BAD-SMELLING,,
se pudrio* (la fruta),,BAD-SMELLING,,
se pudrio* (la fruta),,ROT,,
se pudrio* (la madera),,BAD-SMELLING,,
se pudrio* (la madera),,ROT,,
sepultura,,HIDE,,
se quebro* (alguna cosa de cocina),,BREAK,,
se quebro* (alguna cosa de cocina),,CUT,,
se quebro* (alguna cosa de cocina),,LOOSEN,,
"se quebro* (un la*piz, una regla)",,BREAK,,
"se quebro* (un la*piz, una regla)",,CUT,,
se quedo*,,BE.THERE,,
se quedo*,,REMAIN,,
se quedo*,,STANDING,,
se quejo*,,MOAN,,
se quemo*,,BURN,,
ser,,,,
(ser) amable [ERH],good hearted [ERH],NOT GOOD,,
se regreso*,,BEND,,
se regreso*,,BREAK,,
se regreso*,,GO.BACK,,
se regreso*,,TURN,,
sereno,dew,,,
"sereno, roci*o",,,,
ser entre 4,,FOUR,,
ser entre dos,,TWO,,
"se resbalo*, se deslizo*",,SMOOTH,,
se revento*,,BREAK,,
ser pasadero [ERH]; hacerlo su camino [ERH],,BIG ROAD = `street',,
ser pasadero [ERH]; hacerlo su camino [ERH],,"WALK, GO",,
serpiente voladora,,,,
serpiente voladora,,BOA,,
ser transparente [ERH],,MIRROR,,
"servicio, #oficio, costumbre",,WORK,,
servidora [ETR],,"CARRY, LOAD",,
servidumbre,,WORK,,
servir,,WORK,1487,POUR
sesgado,,TWIST,,
sesos,,,,
sesos,,BRAIN,,
"sesos, cerebro",,,,
"sesos, cerebro",,BRAIN,,
"sesos, tue*tano",,BRAIN,,
se tropezo*,,HIT,,
se ve,,,,
,seven,SEVEN,1704,SEVEN
"se ve, se nota",,,,
"se ve, se nota",,SEE,,
"se ve, se nota",,SPEAK,,
se vino,,ARRIVE.HERE,,
se vino,,COME,,
sexo feminino,,MOTHER,,
sexo- masc o fem.,,MEDICINE,,
sexo - masculino o femenino,,GENITALS,,
s,,GUMBOLIMBO,,
,shack,HOUSE,,
,"shame, embarrassment [ETR]",SHAME,,
shelled corn,,,,
S] hembra,,FEMALE CONNECTED KIN,,
,she's in her period [ETR],,,
,she's in her period [ETR],SEE,,
`sheu' - un pa*jaro verde de la montan*a,,,,
,shin [ETR],,,
,"shiny, flashing",MIRROR,,
,shit,SHIT,675,FAECES (EXCREMENT)
,short [in length] [ETR],COVER,,
,short [in length] [ETR],LITTLE,,
,short [in length] [ETR],STANDING,,
,"short-tempered, fearful",MISDEED,,
,shout(ing),"CALL, YELL, SHOUT",,
,shrimp,SHRIMP,238,PRAWNS
"shuco, rancio",,SOUR,,
si,,,1459,IF
,sibling-in-law of opp. sex,IN-LAWS,,
,"sick, sickness, sore, wound, weak",PAIN,,
"side, corner, side of the body",,SIDE,,
side,,SIDE,,
siembra,,,,
siembra [ETR],,,,
"sierva, esclava",,,,
"si! (es), eso",,,,
siete (7),,SEVEN,,
"'Siete Estrella' [ERH,-ETR]",,,,
siete,,SEVEN,1704,SEVEN
"siguamonta, correcamino",,,,
si,if,,1459,IF
silbar,,FLUTE,1025,WHISTLE
silbato,,FLUTE,3107,WHISTLE (INSTRUMENT)
"silbido, chiflido",,ARSE,,
"silbido, chiflido",,FLUTE,,
silbo,,FLUTE,,
silencioso (referente al ambiente),,,,
silencioso (referente al ambiente),,BREAK,,
,silent,,48,BE SILENT
silla,,BOARD,1476,CHAIR
sim. to acelga [ERH],,NIGHTSHADE ,,
sin punta,,HAIR,,
sin punta,,NOSE,,
sin sabor,,TASTELESS,,
"sinsonte, cenzontle, burlo*n",,WOODPECKER,,
"si*rvase bien! [ERH,-ETR]",,SEE,,
sirviente,,MOON,255,SERVANT
sirviente,,WORK,255,SERVANT
sirvio*,,GO.IN,,
sitio,,HOUSE,,
,six,SIX,1703,SIX
skin,,BACK,,
skirt,,CACAO,,
,skunk,SKUNK,3888,SKUNK
,sky,SKY,1732,SKY
sky,,SKY,,
,slave,WORK,812,SLAVE
,sleepiness [ETR],SLEEP,,
slump,,LYING,,
,small ant a little bigger than /pinusik/ [ETR],BAD-SMELLING,,
,small [ETR],LITTLE,,
small,,LITTLE,,
small owl,,OWL,,
small turtle,,,,
s,,MANY TREEs = woods,,
,smoker [ERH],TOBACCO,,
,snail,SNAIL,1543,SNAIL
snail,,SNAIL,,
,snake,,730,SNAKE
snake,,,,
sobaco,,ARMPIT,1886,ARMPIT
sobaco,,"CARRY, LOAD",1886,ARMPIT
sobar,[fondle],,,
"sobar, frotar",,to squeak,,
sobar [partera] [ETR],,,,
soberbia,,,,
sobrante de comida,,BREAK,,
sobrante de comida,,SPEW,,
sobre,,HEAD,3088,ENVELOPE
sobrina,,cousin,1642,NIECE
sobrina de hombre,,,,
sobrina de hombre,,cousin,,
sobrina de hombre,,man,,
sobrina de hombre,,SIBLINGS,,
sobrina de mujer,,,,
sobrina de mujer,,cousin,,
sobrina de mujer,,SIBLINGS,,
sobrino/a,,cousin,1063,NEPHEW
sobrino,,cousin,1063,NEPHEW
sobrino de hombre,,,,
sobrino de hombre,,cousin,,
sobrino de hombre,,man,,
sobrino de hombre,,SIBLINGS,,
sobrino de mujer,,,,
sobrino de mujer,,cousin,,
sobrino de mujer,,FATHER,,
sobrino de mujer,,SIBLINGS,,
sobrinos [ETR],,ROPE,,
sobro*,,REMAIN,,
,"soft, mild",SOFT,,
solamente [ETR],,GO.BY,,
sol,,BIG DAY = festival,1343,SUN
sol,,BURN,1343,SUN
soldado [ERH],,HAIR,,
sol; di*a,,FIRE,,
"sol, di*a",,SUN,,
"sol, di*a, tiempo, fiesta",,SUN,,
"sol, di*a, tiempo",,SUN,,
"sol (""nuestro sen*or"")",,FATHER,,
so*lo,,,,
solo; que esta* en un poco de agua [ETR],,,,
so*lo (so*lamente),,,,
"solo, soledad",,,,
solo (soledad),,,,
solo (soledad),,ONE,,
so*lo uno,,ONE,,
sol,,SUN,1343,SUN
sombra (de persona o animal),,HIDE,,
sombra (de persona o animal),,SHADOW; CLOUD,,
sombra (que dan los a*rboles),,HIDE,,
sombra (que dan los a*rboles),,SHADOW; CLOUD,,
sombra,,SHADOW; CLOUD,1388,SHADE
sombrero,,HAIR,771,HAT
sombrero,,HELP,771,HAT
sombrero,,SASH,771,HAT
sombrero,,TIE,771,HAT
sonaja,rattle,RATTLE,300,RATTLE
"sonaja(s), cascabel",,RATTLESNAKE,,
sonaja(s),,RATTLESNAKE,,
"son*ar [ERH,-ETR]","dream, dreaming [ETR]",SLEEP,,
"son*ar [ERH,-ETR]",dream [ETR],SLEEP,,
son*ar,,SLEEP,,
son*ar,to dream,SLEEP,,
sonido de campana,,,,
"sonido de hierro, campana, o piedra",,,,
,son-in-law,IN-LAWS,1056,SON-IN-LAW
"soot, black powder",,SOOT,,
,"soot, black powder",SOOT,,
,soot [ETR],SMOKE,,
,soot,SOOT,830,SOOT
"soplador, abanico",,FAN,,
soplador,,FAN,,
"soplar, abanicar",,FAN,,
soplarlo [ERH],,SMELL,,
sordo,,,996,DEAF
sordo,,COVER,996,DEAF
sordo,,dumb,996,DEAF
sordo,,DUMB,996,DEAF
sordo,,EAR,996,DEAF
,sound of water filling up a bucket [ETR],BUBBLE,,
,soursop,SOURSOP,,
,south [ETR],GO.OUT,,
,South,PLAIN,1595,SOUTH
spanish,english,concept,,
,spark [ETR],FLOWER,,
,spherical,BALL-SHAPED,2303,SPHERICAL (ROUND IN THREE DIMENSIONS)
spherical,,BALL-SHAPED,,
spider monkey,,MONKEY,,
,spindle,SPINDLEWHORL,277,SPINDLE
,spittle,SPITTLE,1503,SALIVA
,squash seed,SQUASH,,
,squirrel,SQUIRREL,1628,SQUIRREL
staff,,STAFF,,
"stair, ladder",,LADDER,,
,standing upright,STANDING,,
star,,BIG STAR = `Venus',,
,step-child of woman [ETR],FEMALE CONNECTED KIN,,
,step-child of woman [ETR],LITTLE,,
,"'step-mother ' [ERH,-ETR]",CHANGE,,
,step-mother [ETR],MOTHER,,
,stickum [ERH] [ETR],STICKY,,
,sticky,STICKY,3703,STICKY
,"still, yet",,,
,stinging nettle,NETTLE,,
,stinking,BAD-SMELLING,42,STINKING
,stirring stick [ETR] [ERH],BETWEEN,,
,stone,BIG MOUNTAIN = volcano,668,ROCK
stone,,BIG MOUNTAIN = volcano,,
,"straight, true",straight,,
,strength,NOT ERG-STRENGTH,202,STRENGTH
,"[stroke somebody's shoulder or back, e.g. a girl in trying to establish physical contact]",,,
stucco,,MUD,,
"suampo, pantano",,GATHER,,
"suave, blando",,SOFT,,
suavedad [ERH],,SOFT,,
"suave, despacio",,SOFT,,
"suave, despacio, tierno",,SOFT,,
suave [ETR],,SOFT,,
suave para rajar,,BREAK,,
suave por el agua (camino a orilla de ri*o),,GENITALS,,
suave,,SOFT,1234,SMOOTH
subida,,GO.UP,,
subir el precio [ERH],,PAY,,
"suceder en cargo, retribuir, mudarse la ropa",,CHANGE,,
suciedad,,,25,DIRT
suciedad del cuerpo,,,,
suciedad [ERH],,,,
suciedad,,MUD,25,DIRT
su cima de [N,,HAIR,,
sucio,,,1230,DIRTY
sucio,,MUD,1230,DIRTY
"suco, rancio",,SOUR,,
sudar,,BURN,2458,PERSPIRE OR SWEAT
sudor,,BURN,,
sudor,,SWEAT,,
suegra de hombre,,IN-LAWS,,
suegra de mujer,,IN-LAWS,,
suegra de mujer,,woman,,
suegro de hombre,,IN-LAWS,,
suegro de mujer,,IN-LAWS,,
suegro de mujer,,woman,,
"suegro [ERH,-ETR]",,IN-LAWS,,
suegro,,IN-LAWS,1055,FATHER-IN-LAW
suegro (sic),,woman,,
"suegro, yerno",,IN-LAWS,,
suelo,,EARTH,1228,EARTH (SOIL)
"suelo, hondo*n de cualquier cosa",,ARSE,,
suelo,,MUD,1228,EARTH (SOIL)
suelto,,LOOSEN,2506,LOOSE
suen*o,[dream],SLEEP,,
suen*o,dream,SLEEP,1920,DREAM (SOMETHING)
suen*o,,SLEEP,,
suen*o,[sleepiness],SLEEP,,
